output_file,class,patch_id,dates,input_files,shape,temporal_samples,zone_id,crop_type,split
2348_class5.npy,5.0,2348,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2348_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2348_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2349.npy,,2349,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2349_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2349_img.tif']","[20, 64, 64]",2,1,-1,train
2350_class5.npy,5.0,2350,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2350_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2350_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2351_class5.npy,5.0,2351,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2351_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2351_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2352_class5.npy,5.0,2352,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2352_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2352_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2353_class5.npy,5.0,2353,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2353_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2353_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2354_class5.npy,5.0,2354,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2354_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2354_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2355_class5.npy,5.0,2355,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2355_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2355_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2356_class5.npy,5.0,2356,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2356_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2356_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2357_class5.npy,5.0,2357,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2357_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2357_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2358_class5.npy,5.0,2358,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2358_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2358_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2359_class5.npy,5.0,2359,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2359_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2359_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2360_class5.npy,5.0,2360,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2360_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2360_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2361_class5.npy,5.0,2361,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2361_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2361_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2362_class5.npy,5.0,2362,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2362_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2362_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2363_class5.npy,5.0,2363,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2363_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2363_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2364_class5.npy,5.0,2364,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2364_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2364_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2365_class5.npy,5.0,2365,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2365_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2365_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2366_class5.npy,5.0,2366,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2366_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2366_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2367.npy,,2367,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2367_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2367_img.tif']","[20, 64, 64]",2,1,-1,train
2368_class7.npy,7.0,2368,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2368_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2368_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2369_class7.npy,7.0,2369,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2369_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2369_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2370_class7.npy,7.0,2370,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2370_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2370_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2371_class7.npy,7.0,2371,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2371_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2371_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2372_class7.npy,7.0,2372,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2372_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2372_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2373_class7.npy,7.0,2373,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2373_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2373_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2374_class7.npy,7.0,2374,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2374_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2374_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2375_class7.npy,7.0,2375,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2375_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2375_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2376_class7.npy,7.0,2376,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2376_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2376_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2377_class7.npy,7.0,2377,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2377_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2377_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2378_class7.npy,7.0,2378,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2378_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2378_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2379_class7.npy,7.0,2379,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2379_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2379_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2380_class7.npy,7.0,2380,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2380_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2380_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2381_class7.npy,7.0,2381,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2381_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2381_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2382_class7.npy,7.0,2382,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2382_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2382_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2383_class7.npy,7.0,2383,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2383_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2383_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2384.npy,,2384,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2384_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2384_img.tif']","[20, 64, 64]",2,1,-1,train
2385_class7.npy,7.0,2385,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2385_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2385_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2386_class7.npy,7.0,2386,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2386_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2386_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2387_class7.npy,7.0,2387,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2387_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2387_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2388_class7.npy,7.0,2388,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2388_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2388_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2389_class7.npy,7.0,2389,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2389_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2389_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2390_class7.npy,7.0,2390,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2390_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2390_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2391_class7.npy,7.0,2391,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2391_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2391_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2392_class7.npy,7.0,2392,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2392_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2392_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2393_class7.npy,7.0,2393,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2393_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2393_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2394_class7.npy,7.0,2394,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2394_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2394_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2395_class7.npy,7.0,2395,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2395_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2395_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2396_class7.npy,7.0,2396,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2396_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2396_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2397_class7.npy,7.0,2397,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2397_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2397_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2398_class7.npy,7.0,2398,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2398_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2398_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2399_class7.npy,7.0,2399,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2399_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2399_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2400_class7.npy,7.0,2400,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2400_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2400_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2401_class7.npy,7.0,2401,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2401_class7_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2401_class7_img.tif']","[20, 64, 64]",2,1,-1,train
2402.npy,,2402,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2402_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2402_img.tif']","[20, 64, 64]",2,1,-1,train
2403_class6.npy,6.0,2403,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2403_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2403_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2404_class6.npy,6.0,2404,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2404_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2404_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2405_class6.npy,6.0,2405,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2405_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2405_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2406_class6.npy,6.0,2406,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2406_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2406_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2407_class6.npy,6.0,2407,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2407_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2407_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2408_class6.npy,6.0,2408,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2408_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2408_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2409_class6.npy,6.0,2409,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2409_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2409_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2410_class6.npy,6.0,2410,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2410_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2410_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2411_class6.npy,6.0,2411,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2411_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2411_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2412_class6.npy,6.0,2412,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2412_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2412_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2413_class6.npy,6.0,2413,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2413_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2413_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2414_class6.npy,6.0,2414,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2414_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2414_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2415_class6.npy,6.0,2415,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2415_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2415_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2416_class6.npy,6.0,2416,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2416_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2416_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2417_class6.npy,6.0,2417,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2417_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2417_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2418_class6.npy,6.0,2418,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2418_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2418_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2419_class6.npy,6.0,2419,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2419_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2419_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2420.npy,,2420,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2420_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2420_img.tif']","[20, 64, 64]",2,1,-1,train
2421_class6.npy,6.0,2421,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2421_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2421_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2422_class6.npy,6.0,2422,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2422_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2422_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2423_class6.npy,6.0,2423,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2423_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2423_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2424_class6.npy,6.0,2424,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2424_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2424_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2425_class6.npy,6.0,2425,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2425_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2425_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2426_class6.npy,6.0,2426,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2426_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2426_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2427_class6.npy,6.0,2427,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2427_class6_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2427_class6_img.tif']","[20, 64, 64]",2,1,-1,train
2513_class5.npy,5.0,2513,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2513_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2513_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2514_class5.npy,5.0,2514,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2514_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2514_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2515_class5.npy,5.0,2515,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2515_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2515_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2516_class5.npy,5.0,2516,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2516_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2516_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2517_class5.npy,5.0,2517,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2517_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2517_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2518_class5.npy,5.0,2518,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2518_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2518_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2519_class5.npy,5.0,2519,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2519_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2519_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2520_class5.npy,5.0,2520,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2520_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2520_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2521_class5.npy,5.0,2521,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2521_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2521_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2522_class5.npy,5.0,2522,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2522_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2522_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2523_class5.npy,5.0,2523,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2523_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2523_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2524_class5.npy,5.0,2524,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2524_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2524_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2525_class5.npy,5.0,2525,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2525_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2525_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2526_class5.npy,5.0,2526,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2526_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2526_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2527_class5.npy,5.0,2527,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2527_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2527_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2528.npy,,2528,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2528_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2528_img.tif']","[20, 64, 64]",2,1,-1,train
2529_class5.npy,5.0,2529,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2529_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2529_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2530_class5.npy,5.0,2530,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2530_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2530_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2531_class5.npy,5.0,2531,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2531_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2531_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2532_class5.npy,5.0,2532,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2532_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2532_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2533_class5.npy,5.0,2533,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2533_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2533_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2534_class5.npy,5.0,2534,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2534_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2534_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2535_class5.npy,5.0,2535,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2535_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2535_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2536_class5.npy,5.0,2536,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2536_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2536_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2537_class5.npy,5.0,2537,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2537_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2537_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2538_class5.npy,5.0,2538,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2538_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2538_class5_img.tif']","[20, 64, 64]",2,1,-1,train
2539_class5.npy,5.0,2539,"['2023-06-28', '2023-07-07']","['data/processed/patches\\230628_reflectance_ortho\\patch\\2539_class5_img.tif', 'data/processed/patches\\230707_reflectance_ortho\\patch\\2539_class5_img.tif']","[20, 64, 64]",2,1,-1,train
