output_file,class,patch_id,dates,input_files
1407_class5.npy,5,1407,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1407_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1407_class5.tif']"
1408_class5.npy,5,1408,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1408_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1408_class5.tif']"
1409_class5.npy,5,1409,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1409_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1409_class5.tif']"
140_class5.npy,5,140,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\140_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\140_class5.tif']"
1410_class5.npy,5,1410,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1410_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1410_class5.tif']"
1411_class5.npy,5,1411,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1411_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1411_class5.tif']"
1412_class5.npy,5,1412,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1412_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1412_class5.tif']"
1415_class7.npy,7,1415,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1415_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1415_class7.tif']"
1416_class7.npy,7,1416,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1416_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1416_class7.tif']"
1417_class7.npy,7,1417,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1417_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1417_class7.tif']"
1418_class7.npy,7,1418,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1418_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1418_class7.tif']"
1419_class7.npy,7,1419,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1419_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1419_class7.tif']"
141_class5.npy,5,141,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\141_class5.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\141_class5.tif']"
1420_class7.npy,7,1420,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1420_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1420_class7.tif']"
1423_class7.npy,7,1423,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1423_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1423_class7.tif']"
1424_class7.npy,7,1424,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1424_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1424_class7.tif']"
1425_class7.npy,7,1425,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1425_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1425_class7.tif']"
1426_class7.npy,7,1426,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1426_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1426_class7.tif']"
1427_class7.npy,7,1427,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1427_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1427_class7.tif']"
1428_class7.npy,7,1428,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1428_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1428_class7.tif']"
1429_class7.npy,7,1429,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1429_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1429_class7.tif']"
1432_class7.npy,7,1432,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1432_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1432_class7.tif']"
1433_class7.npy,7,1433,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1433_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1433_class7.tif']"
1434_class7.npy,7,1434,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1434_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1434_class7.tif']"
1435_class7.npy,7,1435,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1435_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1435_class7.tif']"
1436_class7.npy,7,1436,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1436_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1436_class7.tif']"
1437_class7.npy,7,1437,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1437_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1437_class7.tif']"
1441_class7.npy,7,1441,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1441_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1441_class7.tif']"
144_class7.npy,7,144,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\144_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\144_class7.tif']"
145_class7.npy,7,145,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\145_class7.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\145_class7.tif']"
1465_class6.npy,6,1465,"['2023-06-07', '2023-06-13', '2023-06-15', '2023-06-28', '2023-07-07', '2023-07-11', '2023-08-11', '2023-08-23', '2023-09-04', '2023-09-08']","['patches_npy\\230607_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230613_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230615_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230628_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230707_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230711_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230811_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230823_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230904_reflectance_ortho\\patch\\1465_class6.tif', 'patches_npy\\230908_reflectance_ortho\\patch\\1465_class6.tif']"
